"","year","area","street","street2","html"
"3491",2012,"birmingham","ArcadianCentreCityCentre"," arcadian centre, city centre",""
"3492",2012,"birmingham","ArcadianCentreCityCentreBirmingham"," arcadian centre, city centre, birmingham",""
"3493",2012,"birmingham","ArcadianCentreCitycentre"," arcadian centre,city centre",""
"3494",2012,"birmingham","ArcadianCityCentre","arcadian city centre",""
"3495",2012,"birmingham","Arcadian"," arcadian,",""
"3496",2012,"birmingham","ArcadianBirmingham"," arcadian, birmingham",""
"3497",2012,"birmingham","ArcadianBirmingham"," arcadian, birmingham",""
"3498",2012,"birmingham","ArcadianCityCentre"," arcadian, city centre",""
"3499",2012,"birmingham","ArcadianCityCentre"," arcadian, city centre",""
"3500",2012,"birmingham","ArcadianCityCentre"," arcadian, city centre",""
"3501",2012,"birmingham","Arcadian","arcadian.",""
"3502",2012,"birmingham","Arcadian","arcadian.",""
"3503",2012,"birmingham","Arcadian","arcadian.",""
"3504",2012,"birmingham","Arcadian","arcadian.",""
"3505",2012,"birmingham","Arcadian","arcadian.",""
"3506",2012,"birmingham","ArkaBarArcadianBar"," arka bar, arcadian bar",""
"3507",2012,"birmingham","AstonHotelWittonLane"," aston hotel, witton lane",""
"3508",2012,"birmingham","astonpolicestation","aston police station",""
"3509",2012,"birmingham","AstonStreetCityCentre"," aston street, city centre",""
"3510",2012,"birmingham","BACCHUSROADWINSONGREEN"," bacchus road, winson green",""
