"","year","area","street","street2","html"
"1175",2011,"birmingham","LloydsBarBroadStreet"," lloyds bar, broad street",""
"1176",2011,"birmingham","LodgeRdWinsonGreen","lodge rd winson green",""
"1177",2011,"birmingham","loftlounge","loft lounge",""
"1178",2011,"birmingham","LongAcreNechells","long acre  nechells",""
"1179",2011,"birmingham","lowerbullstreet","lower bull street",""
"1180",2011,"birmingham","lowerbullstreet","lower bull street",""
"1181",2011,"birmingham","LowerparadeSutton"," lower parade, sutton",""
"1182",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"1183",2011,"birmingham","MacdonaldsBordesleyGreenEast"," macdonalds, bordesley green east",""
"1184",2011,"birmingham","MacdonaldsrampcitycentreBirmingham"," macdonalds, ramp, city centre, birmingham",""
"1185",2011,"birmingham","MailboxBirmingham"," mailbox, birmingham",""
"1186",2011,"birmingham","McdonaldStreetbirmingham"," mcdonald street, birmingham",""
"1187",2011,"birmingham","MillwardClosesmallHeath"," millward close, small heath",""
"1188",2011,"birmingham","MonoBarArcadianCentre"," mono bar, arcadian centre",""
"1189",2011,"birmingham","MonoBarLadywellWalkCityCentre"," mono bar,ladywell walk, city centre",""
"1190",2011,"birmingham","moorst","moor st",""
"1191",2011,"birmingham","moorstreet","moor street",""
"1192",2011,"birmingham","MoorStreetEntancetoBullRing","moor street entance to bull ring",""
"1193",2011,"birmingham","MooreStreetBirmingham"," moore street, birmingham",""
"1194",2011,"birmingham","MooreStreetCityCentreBirmingham"," moore street, city centre, birmingham",""
"1195",2011,"birmingham","MoseleyparkAlcesterStreet"," moseley park,alcester street",""
"1196",2011,"birmingham","navigationStBirmingham"," navigation st, birmingham",""
"1197",2011,"birmingham","NavigationStreet","navigation street",""
"1198",2011,"birmingham","NeartoHairBeautySohoRoad"," near to hair & beauty, soho road",""
"1199",2011,"birmingham","NewMeetingStreetCitycentre"," new meeting street,city centre",""
"1200",2011,"birmingham","NewSt","new st",""
"1201",2011,"birmingham","NewStBhamCityCentre","new st b'ham city centre",""
"1202",2011,"birmingham","NewStCityCentre","new st city centre",""
"1203",2011,"birmingham","newstrailwaystation","new st railway station",""
"1204",2011,"birmingham","newstrailwaystation","new st railway station",""
"1205",2011,"birmingham","newstrailwaystation","new st railway station",""
"1206",2011,"birmingham","NewStBirmingham"," new st, birmingham",""
"1207",2011,"birmingham","NewStreet","new street",""
"1208",2011,"birmingham","NewStreet","new street",""
"1209",2011,"birmingham","NewStreet","new street",""
"1210",2011,"birmingham","Newstreet","new street",""
"1211",2011,"birmingham","NewStreet","new street",""
"1212",2011,"birmingham","NewStreet","new street",""
"1213",2011,"birmingham","newstreet","new street",""
"1214",2011,"birmingham","NewStreet","new street",""
"1215",2011,"birmingham","NewStreetStephensonStreet","new street @ stephenson street",""
"1216",2011,"birmingham","NewStreetcitycentreBirmingham"," new street city centre, birmingham",""
"1217",2011,"birmingham","newstreetrailwaty","new street railwaty",""
"1218",2011,"birmingham","NewStreetstation","new street station",""
"1219",2011,"birmingham","NewStreetStation","new street station",""
"1220",2011,"birmingham","NewStreetStation","new street station",""
"1221",2011,"birmingham","NewStreetStation","new street station",""
"1222",2011,"birmingham","NewStreetStationBirmingham"," new street station, birmingham",""
"1223",2011,"birmingham","NewStreetstationstationapproach"," new street station, station approach",""
"1224",2011,"birmingham","NewStreetBirmingham"," new street, birmingham",""
"1225",2011,"birmingham","NewStreetBirmingham"," new street, birmingham",""
"1226",2011,"birmingham","NewStreetBirmingham"," new street, birmingham",""
"1227",2011,"birmingham","NewStreetCityCentre"," new street, city centre",""
"1228",2011,"birmingham","NewStreetCityCentre"," new street, city centre",""
"1229",2011,"birmingham","NewStreetCityCentre"," new street, city centre",""
"1230",2011,"birmingham","NewStreetCityCentre"," new street, city centre.",""
"1231",2011,"birmingham","NewtownHousingCentre","newtown housing centre",""
"1232",2011,"birmingham","NewtownRow","newtown row",""
"1233",2011,"birmingham","NextClearanceStoreCorporationStreet"," next clearance store, corporation street.",""
"1234",2011,"birmingham","NinevaroadaytSohoRd","nineva road ayt soho rd",""
"1235",2011,"birmingham","Notknown","not known",""
"1236",2011,"birmingham","osBhamcrowncourt","o/s bham crown court",""
"1237",2011,"birmingham","OsFlairsBroadStreet","o/s flairs broad street",""
"1238",2011,"birmingham","osFlaresclubBroadStBirmingham"," o/s flares club, broad st, birmingham",""
"1239",2011,"birmingham","OSGatecrasherBroadStreet","o/s gatecrasher broad street",""
"1240",2011,"birmingham","OSMcDonaldsRampCityCentre"," o/s mcdonalds, ramp, city centre",""
"1241",2011,"birmingham","Osnewstreetstation","o/s new street station",""
"1242",2011,"birmingham","OSOceaniaLadywellWalkBirmingham"," o/s oceania, ladywell walk, birmingham",""
"1243",2011,"birmingham","osReflexBroadStreetCityCentre"," o/s reflex broad street, city centre",""
"1244",2011,"birmingham","osTheCrownPHStationRoad","o/s the crown ph station road",""
"1245",2011,"birmingham","OsWalkaboutBroadStreet","o/s walkabout broad street",""
"1246",2011,"birmingham","oAcademy","o2 academy",""
"1247",2011,"birmingham","OAcademyHorsefair"," o2 academy, horsefair.",""
"1248",2011,"birmingham","OhBarBroadStreetBirmingham"," oh bar, broad street, birmingham",""
"1249",2011,"birmingham","ONeilsBroadStreetBirmingham"," o'neils, broad street, birmingham",""
"1250",2011,"birmingham","OSBirminghamMagistratesCourt","os birmingham magistrates court",""
"1251",2011,"birmingham","osdublinerph","os dubliner ph",""
"1252",2011,"birmingham","OutsideBlissBroadStreet","outside bliss  broad street",""
"1253",2011,"birmingham","OutsideBlissnightclub","outside bliss nightclub.",""
"1254",2011,"birmingham","OutsideBlissnightclub","outside bliss nightclub.",""
"1255",2011,"birmingham","OutsideBlissBroadStreet"," outside bliss,broad street",""
"1256",2011,"birmingham","OutsideOVelvetBroadSt"," outside o velvet, broad st.",""
"1257",2011,"birmingham","OutsideOceanaClub","outside oceana club",""
"1258",2011,"birmingham","outsidereflexnightclub","outside reflex nightclub",""
"1259",2011,"birmingham","OutsideRevolutionBridgeStWalsal","outside revolution bridge st walsal",""
"1260",2011,"birmingham","outsiderocketclubbroadst","outside rocket club broad st",""
"1261",2011,"birmingham","OutsidewalkaboutBroadStreet"," outside walkabout,broad street",""
"1262",2011,"birmingham","OVelvetNightclubBroadStBirmingham"," o'velvet, nightclub, broad st, birmingham",""
"1263",2011,"birmingham","OxhillRoad","oxhill road",""
"1264",2011,"birmingham","PagodaIsland","pagoda island",""
"1265",2011,"birmingham","paradiseforum","paradise forum",""
"1266",2011,"birmingham","ParadiseForumCityCentreBirmingham","paradise forum city centre birmingham",""
"1267",2011,"birmingham","ParadiseForumVictoriaSquareBirmingham"," paradise forum, victoria square, birmingham",""
"1268",2011,"birmingham","PershoreStcarpark","pershore st car park",""
"1269",2011,"birmingham","PershoreStreetRoadCityCentre"," pershore street road, city centre",""
"1270",2011,"birmingham","PershoreStreetCityCentre"," pershore street, city centre.",""
"1271",2011,"birmingham","PizzaHutNewStBirmingham"," pizza hut, new st, birmingham",""
"1272",2011,"birmingham","QuigleyAvenue","quigley avenue",""
"1273",2011,"birmingham","Ragmarketcitycentre"," rag market, city centre",""
"1274",2011,"birmingham","ReflexonBroadStreetBirmingham"," reflex on broad street, birmingham",""
"1275",2011,"birmingham","regencywharf","regency wharf",""
"1276",2011,"birmingham","RisaBarBirmingham"," risa bar, birmingham",""
"1277",2011,"birmingham","RisaBroadStreet"," risa,broad street",""
"1278",2011,"birmingham","RookeryRoadHandsworth"," rookery road, handsworth",""
"1279",2011,"birmingham","RottersleyStreetBirmingham"," rottersley street, birmingham",""
"1280",2011,"birmingham","RotundaIslandCityCEntre"," rotunda island, city centre",""
"1281",2011,"birmingham","SainsburysColmoreRow","sainsburys colmore row",""
"1282",2011,"birmingham","SandringhamRoad","sandringham road",""
"1283",2011,"birmingham","SandwellHospital","sandwell hospital",""
"1284",2011,"birmingham","SenceintheArcadian","sence in the arcadian",""
"1285",2011,"birmingham","SenseNightclubArcadiaBirmingham"," sense nightclub, arcadia, birmingham",""
"1286",2011,"birmingham","ShadwellStreet","shadwell street",""
"1287",2011,"birmingham","ShakespeareBarNewStreetStation"," shakespeare bar, new street station.",""
"1288",2011,"birmingham","ShakespearePHNewStStation"," shakespeare ph, new st station",""
"1289",2011,"birmingham","SheepcoteStreetBirmingham"," sheepcote street, birmingham",""
"1290",2011,"birmingham","SiohoRoadHandsworth"," sioho road, handsworth",""
"1291",2011,"birmingham","SladeRoaderdington"," slade road, erdington",""
"1292",2011,"birmingham","SmallbrookQueensway","small brook queensway",""
"1293",2011,"birmingham","SmallbrookQueensway","smallbrook queensway",""
"1294",2011,"birmingham","smallbrookqueensway","smallbrook queensway",""
"1295",2011,"birmingham","smallbrookqueensway","smallbrook queensway",""
"1296",2011,"birmingham","SmallbrookQueenswayCityCentreBirmingham","smallbrook queensway city centre birmingham",""
"1297",2011,"birmingham","SmallbrookQueenswayCitycentre"," smallbrook queensway,city centre",""
"1298",2011,"birmingham","smethwickend","smethwick end",""
"1299",2011,"birmingham","sohohill","soho hill",""
"1300",2011,"birmingham","SohoHillHandsworthBirmingham"," soho hill, handsworth, birmingham",""
"1301",2011,"birmingham","SohoRoad","soho road",""
"1302",2011,"birmingham","SohoRoad","soho road",""
"1303",2011,"birmingham","SohoRoad","soho road",""
"1304",2011,"birmingham","sohoroad","soho road",""
"1305",2011,"birmingham","SommerfieldParkWinsonGreen"," sommerfield park, winson green",""
"1306",2011,"birmingham","squarepegPH","square peg ph",""
"1307",2011,"birmingham","SquarePegCorporationStreet"," square peg,corporation street",""
"1308",2011,"birmingham","StarcityAston"," star city, aston.",""
"1309",2011,"birmingham","StarCityBirmingham"," star city, birmingham",""
"1310",2011,"birmingham","StarCityNechells"," star city, nechells",""
"1311",2011,"birmingham","StationRoadCityCentre"," station road, city centre",""
"1312",2011,"birmingham","SteelhouseLane","steelhouse lane",""
"1313",2011,"birmingham","SteelhouseLane","steelhouse lane",""
"1314",2011,"birmingham","SteelhouseLane","steelhouse lane",""
"1315",2011,"birmingham","SteelhouseLane","steelhouse lane",""
"1316",2011,"birmingham","SteelhouseLane","steelhouse lane",""
"1317",2011,"birmingham","steelhouselane","steelhouse lane",""
"1318",2011,"birmingham","steelhouselane","steelhouse lane",""
"1319",2011,"birmingham","SteelhouseLane","steelhouse lane",""
"1320",2011,"birmingham","SteelhouseLanePolicestation","steelhouse lane police station",""
"1321",2011,"birmingham","SteelhouseLaneBirmingham"," steelhouse lane, birmingham",""
"1322",2011,"birmingham","SteelhouseLaneCityCentreBirmingham"," steelhouse lane, city centre, birmingham",""
"1323",2011,"birmingham","StephensonSt","stephenson st",""
"1324",2011,"birmingham","StephensonStreet","stephenson street",""
"1325",2011,"birmingham","StephensonStreetBirminghamCity"," stephenson street, birmingham city",""
"1326",2011,"birmingham","StephensonStreetCityCentre"," stephenson street, city centre",""
"1327",2011,"birmingham","StephensonsStreet","stephensons street",""
"1328",2011,"birmingham","SuffolkStQueensway","suffolk st queensway",""
"1329",2011,"birmingham","SugarSuiteBroadStreet"," sugar suite, broad street",""
"1330",2011,"birmingham","summerlane","summer lane",""
"1331",2011,"birmingham","summerrow","summer row",""
"1332",2011,"birmingham","TempleRow","temple row",""
"1333",2011,"birmingham","templerow","temple row",""
"1334",2011,"birmingham","TennantSt","tennant st",""
"1335",2011,"birmingham","TerraceRoadHandsworth"," terrace road, handsworth",""
"1336",2011,"birmingham","tescoastonlane","tesco aston lane",""
"1337",2011,"birmingham","TescoSpringHill","tesco springhill",""
"1338",2011,"birmingham","TheParadeSuttonColdfield","the parade sutton coldfield",""
"1339",2011,"birmingham","TheParadeSuttonColdfield"," the parade, sutton coldfield",""
"1340",2011,"birmingham","TheRampCorporationStBirmingham"," the ramp, corporation st, birmingham",""
"1341",2011,"birmingham","TheRamp","the ramp.",""
"1342",2011,"birmingham","ThornhillRoadBirmingham"," thornhill road, birmingham",""
"1343",2011,"birmingham","ThornhillRoadHandsworth"," thornhill road, handsworth",""
"1344",2011,"birmingham","ThorpeStatHurstSt","thorpe st at hurst st",""
"1345",2011,"birmingham","ThorpeStreet","thorpe street",""
"1346",2011,"birmingham","TrocaderoPublichouseos","trocadero public house o/s",""
"1347",2011,"birmingham","TurnersPalletsHayholeroad"," turners pallets, hayhole road",""
"1348",2011,"birmingham","upperdeanstreet","upper dean street",""
"1349",2011,"birmingham","UpperDeanStreetBirmingham"," upper dean street, birmingham",""
"1350",2011,"birmingham","UpperDeanStreetBirminghamCityCentre"," upper dean street, birmingham city centre",""
"1351",2011,"birmingham","UpperDeanStreetCityCentre"," upper dean street, city centre",""
"1352",2011,"birmingham","UpperparadeSuttonColdfield","upper parade sutton coldfield",""
"1353",2011,"birmingham","UpperParadeSuttonColdfield","upper parade sutton coldfield",""
"1354",2011,"birmingham","victoriasquarebham"," victoria square,  bham",""
"1355",2011,"birmingham","VictoriaSquareCityCentre"," victoria square, city centre.",""
"1356",2011,"birmingham","WaiverleyparkHandsworth"," waiverley park,handsworth",""
"1357",2011,"birmingham","walkaboutbarbroadst","walkabout bar broad st",""
"1358",2011,"birmingham","WalkaboutPHBroadStBirmingham"," walkabout ph, broad st, birmingham",""
"1359",2011,"birmingham","WalkaboutPHBroadStreetBirmingham"," walkabout ph, broad street, birmingham",""
"1360",2011,"birmingham","WalkaboutBroadStreet"," walkabout, broad street",""
"1361",2011,"birmingham","Walsallroadgreatbarr"," walsall road,  great barr",""
"1362",2011,"birmingham","WalsallRoadPerryBarr"," walsall road, perry barr",""
"1363",2011,"birmingham","warfroadkingsnorton","warf road kings norton",""
"1364",2011,"birmingham","WarwardsLane","warwards lane",""
"1365",2011,"birmingham","WashingtonDriveHandsworthWood"," washington drive, handsworth wood",""
"1366",2011,"birmingham","WashingtonStreet","washington street",""
"1367",2011,"birmingham","WaterlooRoadSmethwick"," waterloo road, smethwick",""
"1368",2011,"birmingham","WaverhillParkHandsworth"," waverhill park, handsworth",""
"1369",2011,"birmingham","WaverhillRoadHandsworth"," waverhill road, handsworth",""
"1370",2011,"birmingham","wayentrancevillaground","way entrance villa ground",""
"1371",2011,"birmingham","WellingtonRoad","wellington road",""
"1372",2011,"birmingham","WittonArms","witton arms",""
"1373",2011,"birmingham","WittonRoad","witton road",""
"1374",2011,"birmingham","WittonRoad","witton road",""
"1375",2011,"birmingham","WittonRoadAston","witton road aston",""
"1376",2011,"birmingham","WrottesleyStreet","wrottesley street",""
"1377",2011,"coventry","primrosehillCoventry","primrose hill coventry",""
"1378",2011,"coventry","Albanyroad","albany road",""
"1379",2011,"coventry","AldbourneRoad","aldbourne road",""
"1380",2011,"coventry","aldermansgreenroad","aldermans green road",""
"1381",2011,"coventry","AllesleyOldRoad","allesley old road",""
"1382",2011,"coventry","AlmondTreeAvenue","almond tree avenue",""
"1383",2011,"coventry","arburyaveCoventry","arbury ave coventry",""
"1384",2011,"coventry","ArenacarparkA","arena carpark a444",""
"1385",2011,"coventry","argylestCoventry","argyle st coventry",""
"1386",2011,"coventry","ArmstrongAvenueStoke","armstrong avenue stoke",""
"1387",2011,"coventry","AshorneClose","ashorne close",""
"1388",2011,"coventry","AttoxhallRd","attoxhall rd",""
"1389",2011,"coventry","averleyroaddaimlergreen"," averley road , daimler green",""
"1390",2011,"coventry","AwsonStreet","awson street",""
"1391",2011,"coventry","BandalsSurgeryFoleshillRoad"," bandals surgery, foleshill road",""
"1392",2011,"coventry","bellgreenrdJunctionA","bell green rd junction a444",""
"1393",2011,"coventry","BellGreenRoadCoventry"," bell green road, coventry",""
"1394",2011,"coventry","BellGreenRoadCoventry"," bell green road, coventry",""
"1395",2011,"coventry","BinleyRoad","binley road",""
"1396",2011,"coventry","BinleyRoad","binley road",""
"1397",2011,"coventry","BinleyRoad","binley road",""
"1398",2011,"coventry","BinleyRoad","binley road",""
"1399",2011,"coventry","bishopstreet","bishop street",""
"1400",2011,"coventry","Blackhorselane","blackhorse lane",""
"1401",2011,"coventry","BlytheRoad","blythe road",""
"1402",2011,"coventry","BPGarageAnstyroad","bp garage ansty road",""
"1403",2011,"coventry","bramblestcoventry","bramble st coventry",""
"1404",2011,"coventry","BraodParkRoadCoventry"," braod park road, coventry",""
"1405",2011,"coventry","BredonAveCoventry"," bredon ave, coventry",""
"1406",2011,"coventry","Broadgate","broadgate",""
"1407",2011,"coventry","BullYard","bull yard",""
"1408",2011,"coventry","BushberryAvenue","bushberry avenue",""
"1409",2011,"coventry","buttsroadCoventry","butts road coventry",""
"1410",2011,"coventry","cashslane","cashs lane",""
"1411",2011,"coventry","Cauldonroad","cauldon road",""
"1412",2011,"coventry","CharterAve","charter ave",""
"1413",2011,"coventry","charteraveCoventry","charter ave coventry",""
"1414",2011,"coventry","ChesterStreet","chester street",""
"1415",2011,"coventry","ChestertonRoad","chesterton road",""
"1416",2011,"coventry","CheveralAveCoventry"," cheveral ave, coventry",""
"1417",2011,"coventry","CliffbridgeRoad","cliffbridge road",""
"1418",2011,"coventry","CliftonStCoventry"," clifton st ,coventry.",""
"1419",2011,"coventry","Cocstreet","coc street",""
"1420",2011,"coventry","CommunallandingatGeorgePooleHouseCoventry"," communal landing at george poole house, coventry",""
"1421",2011,"coventry","Comptonroad","compton road",""
"1422",2011,"coventry","concoursenearmortimers","concourse near mortimers",""
"1423",2011,"coventry","cookst","cook st",""
"1424",2011,"coventry","CorporationSt","corporation st",""
"1425",2011,"coventry","CorporationStCoventry"," corporation st ,coventry.",""
"1426",2011,"coventry","CorporationStreet","corporation street",""
"1427",2011,"coventry","Coundonroad","coundon road",""
"1428",2011,"coventry","coventry","coventry",""
"1429",2011,"coventry","CoventryCentralcells","coventry central cells",""
"1430",2011,"coventry","CoventryCentralFrontoffice","coventry central front office",""
"1431",2011,"coventry","coventrycentralpolstn","coventry central pol stn",""
"1432",2011,"coventry","coventrycentralpolicestation","coventry central police station",""
"1433",2011,"coventry","coventrycentralpolicestation","coventry central police station",""
"1434",2011,"coventry","CoventryCentralPS","coventry central ps",""
"1435",2011,"coventry","CoventryCentralPS","coventry central ps",""
"1436",2011,"coventry","CoventryRailwatStation","coventry railwat station.",""
"1437",2011,"coventry","CoventryRailwayStation","coventry railway station.",""
"1438",2011,"coventry","coventrytrainstation","coventry train station",""
"1439",2011,"coventry","Coxstreet","cox street",""
"1440",2011,"coventry","CrossRoad","cross road",""
"1441",2011,"coventry","devonshirearms","devonshire arms",""
"1442",2011,"coventry","duckhamcourt","duckham court",""
"1443",2011,"coventry","EarlsdonHighStreet","earlsdon high street",""
"1444",2011,"coventry","ElmsPubBirminghamroad"," elms pub, birmingham road",""
"1445",2011,"coventry","fairfaxstreet","fairfax street",""
"1446",2011,"coventry","fargosfordstreet","far gosford street",""
"1447",2011,"coventry","FarGosfordStreet","far gosford street",""
"1448",2011,"coventry","FarndaleAve","farndale ave",""
"1449",2011,"coventry","FarndaleAve","farndale ave",""
"1450",2011,"coventry","FoleshillRd","foleshill rd",""
"1451",2011,"coventry","FoleshillRoad","foleshill road",""
"1452",2011,"coventry","FoleshillRoad","foleshill road",""
"1453",2011,"coventry","FoleshillRoad","foleshill road",""
"1454",2011,"coventry","FoleshillroadCoventry"," foleshill road, coventry",""
"1455",2011,"coventry","FourPoundsAveCoventry"," four pounds ave, coventry",""
"1456",2011,"coventry","FRiarsroad","friars road",""
"1457",2011,"coventry","frontofCoventryCentralpoliceStation","front of coventry central police station",""
"1458",2011,"coventry","Frontoffice","front office",""
"1459",2011,"coventry","FrontOffice","front office",""
"1460",2011,"coventry","GalaBingoPoolMeadow"," gala bingo, pool meadow",""
"1461",2011,"coventry","GosfordStreet","gosford street",""
"1462",2011,"coventry","Gosfordstreet","gosford street",""
"1463",2011,"coventry","GosfordStreet","gosford street",""
"1464",2011,"coventry","greyfriarsstCoventry","greyfriars st coventry",""
"1465",2011,"coventry","gulsonroadCoventry","gulson road coventry",""
"1466",2011,"coventry","GulsonRoadCoventry","gulson road coventry",""
"1467",2011,"coventry","halest","hale st",""
"1468",2011,"coventry","HalesStreetCoventry"," hales street, coventry",""
"1469",2011,"coventry","Hartfrodstreet","hartfrod street",""
"1470",2011,"coventry","haylestreet","hayle street",""
"1471",2011,"coventry","haylesstreet","hayles street",""
"1472",2011,"coventry","HedgefieldWay","hedgefield way",""
"1473",2011,"coventry","heraldwayCoventry","herald way coventry",""
"1474",2011,"coventry","highstCoventry","high st coventry",""
"1475",2011,"coventry","HighStreet","high street",""
"1476",2011,"coventry","HighStreet","high street",""
"1477",2011,"coventry","HillStreet","hill street",""
"1478",2011,"coventry","HipswellHighway","hipswell highway",""
"1479",2011,"coventry","holmesdaleroad","holmesdale road",""
"1480",2011,"coventry","hurstRoad","hurst road",""
"1481",2011,"coventry","ibishotel","ibis hotel",""
"1482",2011,"coventry","IkeaCarPark","ikea car park",""
"1483",2011,"coventry","ikeaplaza","ikea plaza",""
"1484",2011,"coventry","ironmongerrow","iron monger row",""
"1485",2011,"coventry","jardinecrescent","jardine crescent",""
"1486",2011,"coventry","jardinecrescent","jardine crescent",""
"1487",2011,"coventry","JasrdineCrescent","jasrdine crescent",""
"1488",2011,"coventry","JDWetherspoonEarlsdon","jd wetherspoon earlsdon",""
"1489",2011,"coventry","JordanWell","jordan well",""
"1490",2011,"coventry","JordanWellCoventry"," jordan well , coventry",""
"1491",2011,"coventry","Jubileecresent","jubilee cresent",""
"1492",2011,"coventry","KirbyRoad","kirby road",""
"1493",2011,"coventry","LadyLane","lady lane",""
"1494",2011,"coventry","LambethClose","lambeth close",""
"1495",2011,"coventry","LeaderClose","leader close",""
"1496",2011,"coventry","LidicePlace","lidice place",""
"1497",2011,"coventry","LincolnStreetCoventry"," lincoln street ,coventry",""
"1498",2011,"coventry","LittlParkStreet","littl park street",""
"1499",2011,"coventry","LittleparkstCoventry"," little park st ,coventry.",""
"1500",2011,"coventry","LittleParkStCoventry"," little park st ,coventry.",""
"1501",2011,"coventry","littleparkstCoventry","little park st coventry",""
"1502",2011,"coventry","LittleParkStreet","little park street",""
"1503",2011,"coventry","LittleParkStreet","little park street",""
"1504",2011,"coventry","LittleParkstreet","little park street",""
"1505",2011,"coventry","littleparkstreet","little park street",""
"1506",2011,"coventry","LittleParkStreet","little park street",""
"1507",2011,"coventry","LittleParkStreet","little park street",""
"1508",2011,"coventry","LittleParkStreet","little park street",""
"1509",2011,"coventry","LittleParkStreet","little park street",""
"1510",2011,"coventry","littleparkstreet","little park street",""
"1511",2011,"coventry","LondonRoad","london road",""
"1512",2011,"coventry","LondonRoad","london road",""
"1513",2011,"coventry","LongfordRoad","longford road",""
"1514",2011,"coventry","LowerFordst","lower ford st",""
"1515",2011,"coventry","lowerfordstreet","lower ford street",""
"1516",2011,"coventry","lowerholyheaddjtnwithsponst","lower holyhead d jtn with spon st",""
"1517",2011,"coventry","lowerholyheadrdCoventry","lower holyhead rd coventry",""
"1518",2011,"coventry","lowerholyheadroadCoventry","lower holyhead road coventry",""
"1519",2011,"coventry","LowerPrecinctCoventry","lower precinct coventry",""
"1520",2011,"coventry","MAFO","mafo",""
"1521",2011,"coventry","Manorhousedrive","manor house drive",""
"1522",2011,"coventry","MarketWay","market way",""
"1523",2011,"coventry","maryslessorst","mary slessor st",""
"1524",2011,"coventry","masserroad","masser road",""
"1525",2011,"coventry","McDonaldsRestaurantACoventry"," mcdonalds restaurant a45 ,coventry.",""
"1526",2011,"coventry","MemorialParkCoventry"," memorial park, coventry",""
"1527",2011,"coventry","MiddleRide","middle ride",""
"1528",2011,"coventry","MileLane","mile lane",""
"1529",2011,"coventry","Milelane","mile lane",""
"1530",2011,"coventry","MilleniumPlace","millenium place",""
"1531",2011,"coventry","MilleniumPlace","millenium place",""
"1532",2011,"coventry","MintCasinoKingWilliamStreet"," mint casino, king william street",""
"1533",2011,"coventry","MirandaClose","miranda close",""
"1534",2011,"coventry","morrisroad","morris road",""
"1535",2011,"coventry","motormuseum","motor museum",""
"1536",2011,"coventry","newunionst","new union st",""
"1537",2011,"coventry","Normanplaceroad","norman place road",""
"1538",2011,"coventry","NorthyRoad","northy road",""
"1539",2011,"coventry","osCCFO","o/s ccfo",""
"1540",2011,"coventry","oscoventrycentralpolicestation","o/s coventry central police station",""
"1541",2011,"coventry","osGosfordArms","o/s gosford arms",""
"1542",2011,"coventry","OakGosfordStreet","oak gosford street",""
"1543",2011,"coventry","OutsideCoventryCentralPS","outside coventry central ps",""
"1544",2011,"coventry","OutsideFoleshillPS","outside foleshill ps",""
"1545",2011,"coventry","OutsidefrontofCoventryCentralPoliceStation","outside front of coventry central police station.",""
"1546",2011,"coventry","OutsideheatBar","outside heat bar",""
"1547",2011,"coventry","outsidekasbars","outside kasbars",""
"1548",2011,"coventry","OutsideoftheJewsonStandRichoarenaCoventry"," outside of the jewson stand, richo arena, coventry",""
"1549",2011,"coventry","owenfordroad","owenford road",""
"1550",2011,"coventry","PalmTreeAveWoodEnd"," palm tree ave, wood end",""
"1551",2011,"coventry","PalmerLaneCoventry"," palmer lane , coventry.",""
"1552",2011,"coventry","PalmerLaneCoventry"," palmer lane , coventry.",""
"1553",2011,"coventry","PalmerLaneCoventry"," palmer lane , coventry.",""
"1554",2011,"coventry","PenruddickDriveCoventry"," penruddick drive, coventry",""
"1555",2011,"coventry","Plymouthclose","plymouth close",""
"1556",2011,"coventry","poolmeadow","pool meadow",""
"1557",2011,"coventry","PoolMeadowBusStation","pool meadow bus station",""
"1558",2011,"coventry","poolmeadowbusstn","pool meadow bus stn",""
"1559",2011,"coventry","Poolmeadow","poolmeadow",""
"1560",2011,"coventry","Poolmeadowbusstation","poolmeadow bus station",""
"1561",2011,"coventry","Poolmeadowbusstation","poolmeadow bus station",""
"1562",2011,"coventry","PoppyCourtRemembranceRoadWillenhallCoventry"," poppy court, remembrance road, willenhall, coventry",""
"1563",2011,"coventry","PrimroseHillSt","primrose hill st",""
"1564",2011,"coventry","PrimroseHillStreet","primrose hill street",""
"1565",2011,"coventry","PrimroseHillStreet","primrose hill street",""
"1566",2011,"coventry","PrimroseHillStreetCoventry"," primrose hill street ,coventry.",""
"1567",2011,"coventry","Princethorpeway","princethorpe way",""
"1568",2011,"coventry","PrioryFieldsCoventry"," priory fields, coventry",""
"1569",2011,"coventry","PrioryGardens","priory gardens",""
"1570",2011,"coventry","PrioryStreet","priory street",""
"1571",2011,"coventry","pumaway","puma way",""
"1572",2011,"coventry","QueenMarysRoadFoleshillCoventry"," queen mary's road ,foleshill ,coventry.",""
"1573",2011,"coventry","queenmarysroadCoventry","queen marys road coventry",""
"1574",2011,"coventry","QueenVictoriaRoad","queen victoria road",""
"1575",2011,"coventry","RadfordRoad","radford road",""
"1576",2011,"coventry","Radfordroad","radford road",""
"1577",2011,"coventry","raglanstreet","raglan street",""
"1578",2011,"coventry","Redlane","red lane",""
"1579",2011,"coventry","RemembranceRoad","remembrance road",""
"1580",2011,"coventry","richoareana","richo areana",""
"1581",2011,"coventry","richoareana","richo areana",""
"1582",2011,"coventry","RichoarenaCoventry"," richo arena, coventry",""
"1583",2011,"coventry","RicohArena","ricoh arena",""
"1584",2011,"coventry","RicohArena","ricoh arena",""
"1585",2011,"coventry","RicohArena","ricoh arena",""
"1586",2011,"coventry","RidgethorpeWillenhallCoventry"," ridgethorpe, willenhall, coventry",""
"1587",2011,"coventry","RileysSquareBellGreen"," rileys square, bell green",""
"1588",2011,"coventry","RingRd","ring rd",""
"1589",2011,"coventry","RiverwalkWalkWoodEnd","riverwalk walk wood end",""
"1590",2011,"coventry","RolandAvenueHolbrooksCoventry"," roland avenue ,holbrooks ,coventry.",""
"1591",2011,"coventry","rotherhanmroad","rotherhanm road",""
"1592",2011,"coventry","SainsburysTrinityStCoventry"," sainsburys ,trinity st ,coventry.",""
"1593",2011,"coventry","ScotsLane","scots lane",""
